businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Nepali Ghar Hotel Pvt Ltd,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7165403,85.3129886,1245
Stunning Adventure,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.6891069867822,85.2478348127655,1246
Namaste Spa Pvt.Ltd,2,Other,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7151,85.312,1247
Hotel Luna Kathmandu,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7167297,85.3120921,1248
Avia tours and travels PVT LTD,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71423,85.31159,1249
Hiking nepal pvt ltd,1,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71689,85.30937,1250
Garden of Hope Treks & Expeditions,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71459,85.31326,1251
Hotel Down Town Pvt. Ltd,2,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71587,85.30982,1252
Hemp House Nepal Pvt.Ltd,1,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71575,85.30998,1253
Kathmandu Spa,2,Other,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7161657,85.3108951,1254
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71702,85.33378,1255
Grill n’ Chill Restro and Bar,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,28.22345,83.9888,1256
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71578,85.30944,1257
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71578,85.30945,1258
Cuisine Court,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.719115,85.332184,1259
Swotah Travel and Adventure Pvt. Ltd.,1,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7174198,85.3260471,1260
Asian adventure treks and expedition,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71321,85.31137,1261
Sun N Fun Holidays,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7043,85.33088,1262
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7153038584918,85.3103238891712,1263
B s handicrafts,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71316,85.31265,1264
Naya Nepal collection and export pvt.ltd,1,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.713195,85.3122775,1265
DBRAND SOLUTION PVT LTD,2,Other,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.6924011815381,85.3301440109144,1266
Demeter Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7207596166803,85.3607724987554,1267
Nepal Highland Treks P Ltd,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7166059299288,85.3117833730153,1268
Ashirwad export,2,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71892,85.3122,1269
Golden Cloud Adventure P. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.710411302506,85.3129580931116,1270
Attractive Travels and Tours Pvt. Ltd.,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7176441116934,85.3093493859829,1271
Hotel Tharu Garden,2,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.5753519138286,84.5016726992705,1272
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7180005590084,85.3097967996561,1273
Reggae Bar Restaurant & lounge pvt ltd,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7147492,85.3102089,1274
Mount everest souvenir house,2,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7135681946502,85.3125867485289,1275
Hotel Business,2,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.6632585317559,85.4449016109137,1276
Tour and trekking and Expedition,2,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7153213473598,85.3117415550944,1277
